shot_angle,shot_distance,keeper_angle,keeper_scope,keeper_scope_angle,keeper_distance,is_penalty,is_freekick,is_openplay,nearest_player_distance,blocking_players_count,blocking_player_mean_distance,teammates_count,keep_angle_by_shot_angle,scope_angle_by_shot_angle,body_part,season,is_goal
12.45,36.35,5.12,5.134499999999999,16.95,34.23,False,False,True,3.0,1,3.0,0,0.41124497991967873,1.3614457831325302,Right Foot,2018,False
22.83,15.62,15.42,2.0174999999999996,12.85,13.45,False,False,True,-1,0,-1,0,0.6754270696452037,0.5628558913710031,Right Foot,2018,False
36.03,11.7,21.8,1.6155,15.9,10.77,False,False,True,5.83,2,6.45,0,0.6050513461004718,0.4412989175686928,Head,2018,True
13.35,32.57,7.61,4.6979999999999995,16.38,31.32,False,False,True,15.3,4,21.830000000000002,1,0.5700374531835206,1.2269662921348314,Left Foot,2018,False
33.69,6.32,7.13,0.474,5.54,3.16,False,False,True,-1,0,-1,0,0.211635500148412,0.16444048679133275,Left Foot,2018,False
12.17,35.74,7.9,4.9334999999999996,16.13,32.89,False,False,True,4.12,4,17.065,3,0.6491372226787182,1.325390304026294,Right Foot,2018,False
15.69,23.6,3.67,3.165,14.68,21.1,False,False,True,7.21,2,10.33,0,0.23390694710006374,0.935627788400255,Left Foot,2018,False
10.03,27.2,3.34,3.6315,10.77,24.21,False,False,True,-1,0,-1,0,0.33300099700897307,1.073778664007976,Right Foot,2018,False
11.89,29.83,6.34,3.8415,13.48,25.61,False,False,True,-1,0,-1,0,0.5332211942809083,1.1337258200168208,Left Foot,2018,True
17.86,24.74,5.69,3.606,16.36,24.04,False,False,True,2.0,5,12.242,2,0.3185890257558791,0.916013437849944,Left Foot,2018,False
20.47,21.59,4.76,3.321,16.24,22.14,False,False,True,1.0,2,5.885,2,0.2325354176844162,0.7933561309233024,Left Foot,2018,False
18.96,22.47,8.49,2.8964999999999996,15.96,19.31,False,False,True,5.83,1,5.83,0,0.4477848101265823,0.8417721518987342,Right Foot,2018,False
17.67,21.63,14.7,2.8815,13.48,19.21,False,False,True,2.24,3,5.1000000000000005,0,0.8319185059422749,0.7628749292586304,Left Foot,2018,False
14.93,30.27,7.85,4.390499999999999,16.91,29.27,False,True,False,8.0,4,8.9275,1,0.5257870060281312,1.1326188881446753,Left Foot,2018,False
26.39,12.04,9.18,1.5945,13.01,10.63,False,False,True,-1,0,-1,0,0.34785903751420993,0.4929897688518378,Head,2018,False
21.08,16.28,8.83,2.442,12.75,16.28,False,False,True,5.0,1,5.0,0,0.4188804554079697,0.6048387096774194,Left Foot,2018,False
23.73,17.0,10.59,2.55,15.15,17.0,False,False,True,7.62,1,7.62,1,0.44627054361567636,0.638432364096081,Left Foot,2018,True
36.87,12.0,18.43,1.7999999999999998,17.06,12.0,True,False,False,-1,0,-1,0,0.4998643883916464,0.46270680770273936,Left Foot,2018,True
36.66,12.04,14.04,1.7999999999999998,17.06,12.0,False,False,True,3.16,1,3.16,1,0.3829787234042553,0.4653573376977632,Left Foot,2018,False
39.61,6.71,14.26,0.8744999999999999,8.97,5.83,False,False,True,3.0,1,3.0,0,0.36001009845998483,0.22645796516031308,Head,2018,False
13.74,15.65,3.52,2.148,7.33,14.32,False,False,True,5.0,1,5.0,0,0.2561863173216885,0.5334788937409025,Right Foot,2018,False
77.32,5.0,27.35,0.7649999999999999,16.75,5.1,False,False,True,1.0,3,1.6666666666666667,0,0.353724780134506,0.21663217796171755,Head,2018,False
17.51,25.5,6.8,3.798,16.86,25.32,False,False,True,3.0,2,6.245,0,0.38834951456310673,0.9628783552255853,Left Foot,2018,False
16.5,18.44,8.58,2.2304999999999997,11.67,14.87,False,False,True,-1,0,-1,0,0.52,0.7072727272727273,Left Foot,2018,False
31.03,12.21,14.04,1.623,14.33,10.82,False,False,True,1.0,5,5.174,1,0.4524653561069932,0.4618111504995166,Head,2018,False
14.63,30.08,6.18,4.329,16.58,28.86,False,False,True,21.38,3,22.26,2,0.42241968557758025,1.1332877648667121,Right Foot,2018,False
9.7,15.81,9.25,0.5415,9.67,3.61,False,False,True,-1,0,-1,0,0.9536082474226805,0.9969072164948454,Right Foot,2018,False
21.52,21.02,8.13,3.15,17.06,21.0,False,False,True,3.0,4,7.3100000000000005,1,0.37778810408921937,0.7927509293680297,Right Foot,2018,False
24.99,18.03,9.18,2.7165,16.96,18.11,False,False,True,3.16,3,6.013333333333333,1,0.3673469387755102,0.6786714685874351,Left Foot,2018,True
20.74,13.6,7.95,2.04,10.23,13.6,False,False,True,5.0,1,5.0,0,0.3833172613307618,0.4932497589199615,Left Foot,2018,False
15.75,26.4,9.76,3.5654999999999997,15.86,23.77,False,False,True,6.32,1,6.32,0,0.6196825396825397,1.0069841269841269,Right Foot,2018,False
17.49,26.0,6.46,3.7529999999999997,17.05,25.02,False,False,True,4.12,1,4.12,0,0.3693539165237279,0.9748427672955976,Right Foot,2018,True
58.86,6.71,54.46,0.2115,12.21,1.41,False,False,True,-1,0,-1,0,0.9252463472646959,0.20744138634046894,Right Foot,2018,True
10.88,42.0,5.44,6.1499999999999995,17.06,41.0,False,False,True,7.07,3,14.709999999999999,0,0.5,1.5680147058823528,Right Foot,2018,False
18.86,21.47,8.49,2.8859999999999997,15.18,19.24,False,False,True,5.83,4,10.334999999999999,0,0.4501590668080594,0.8048780487804879,Left Foot,2018,False
10.96,30.41,3.12,4.3605,13.08,29.07,False,False,True,7.07,1,7.07,0,0.2846715328467153,1.1934306569343065,Left Foot,2018,False
11.89,34.0,3.95,4.8374999999999995,14.92,32.25,False,False,True,13.93,2,16.825,1,0.3322119428090833,1.2548359966358285,Right Foot,2018,False
21.75,19.92,8.73,2.9475,16.53,19.65,False,False,True,10.77,4,13.835,3,0.4013793103448276,0.76,Right Foot,2018,False
37.3,10.0,21.6,1.209,14.92,8.06,False,False,True,5.0,3,6.9433333333333325,1,0.579088471849866,0.4,Head,2018,False
10.7,33.42,2.69,4.7835,13.01,31.89,False,True,False,13.04,3,19.446666666666665,1,0.2514018691588785,1.2158878504672899,Right Foot,2018,False
26.57,16.49,18.97,2.2695,16.92,15.13,False,False,True,5.0,4,9.309999999999999,3,0.713963116296575,0.6368084305607828,Right Foot,2018,False
29.74,15.03,15.71,1.9559999999999997,17.02,13.04,False,False,True,2.24,5,5.3420000000000005,1,0.5282447881640888,0.5722932078009415,Right Foot,2018,False
18.15,25.02,6.84,3.5999999999999996,17.06,24.0,False,False,True,6.0,1,6.0,0,0.3768595041322314,0.9399449035812673,Left Foot,2018,False
15.71,29.0,5.81,4.202999999999999,17.05,28.02,False,False,True,11.0,1,11.0,0,0.3698281349458943,1.0852959898154042,Right Foot,2018,False
24.53,17.72,11.56,2.328,16.51,15.52,False,False,True,-1,0,-1,0,0.47125968202201385,0.673053403995108,Right Foot,2018,False
13.39,33.54,5.41,4.8585,16.87,32.39,False,False,True,8.06,1,8.06,0,0.40403286034353997,1.2598954443614638,Right Foot,2018,False
12.78,35.36,5.81,5.007000000000001,16.88,33.38,False,False,True,13.15,2,15.915,1,0.45461658841940533,1.3208137715179968,Left Foot,2018,False
36.03,12.17,25.41,1.092,16.44,7.28,False,False,True,7.07,4,9.392499999999998,3,0.7052456286427976,0.4562864279766861,Right Foot,2018,False
14.47,22.63,8.13,2.97,12.24,19.8,False,False,True,12.04,2,13.829999999999998,0,0.5618521078092605,0.8458880442294402,Right Foot,2018,False
15.22,28.46,7.25,3.9375,16.29,26.25,False,False,True,5.39,1,5.39,0,0.47634691195795004,1.0703022339027595,Right Foot,2018,False
31.89,14.0,20.34,1.9559999999999997,17.02,13.04,False,False,True,-1,0,-1,0,0.6378174976481655,0.5337096268422703,Right Foot,2018,True
22.83,8.54,8.13,0.4245,12.25,2.83,False,False,True,5.39,1,5.39,0,0.3561103810775296,0.5365746824353921,Head,2018,False
58.74,7.07,17.1,0.948,16.22,6.32,False,False,True,1.0,4,5.702500000000001,1,0.29111338100102147,0.27613210759278173,Head,2018,False
56.55,7.28,15.95,1.05,17.06,7.0,False,False,True,3.16,5,4.790000000000001,1,0.28205128205128205,0.3016799292661362,Head,2018,False
10.94,28.32,4.73,3.9255,11.92,26.17,False,False,True,12.81,1,12.81,0,0.43235831809872033,1.0895795246800732,Left Foot,2018,False
10.3,23.32,2.36,2.9130000000000003,9.87,19.42,False,False,True,-1,0,-1,0,0.22912621359223298,0.9582524271844659,Right Foot,2018,False
15.08,29.61,6.5,4.149,16.68,27.66,False,False,True,9.22,1,9.22,0,0.43103448275862066,1.106100795755968,Left Foot,2018,False
33.42,10.63,1.85,1.71,10.67,11.4,False,False,True,-1,0,-1,0,0.05535607420706164,0.31926989826451224,Left Foot,2018,False
10.98,29.0,4.79,3.9255,11.92,26.17,False,False,True,-1,0,-1,0,0.436247723132969,1.0856102003642987,Left Foot,2018,False
39.7,11.05,20.45,1.6575,17.0,11.05,True,False,False,-1,0,-1,0,0.5151133501259445,0.4282115869017632,Right Foot,2018,True
11.46,29.73,2.96,4.053,13.42,27.02,False,False,True,13.45,2,14.225,0,0.2582897033158813,1.1710296684118673,Left Foot,2018,False
13.49,29.15,9.36,4.119,14.42,27.46,False,True,False,9.22,2,12.42,0,0.6938472942920682,1.0689399555226093,Left Foot,2018,False
8.91,28.84,0.51,4.167,8.79,27.78,False,True,False,12.21,2,16.4,0,0.05723905723905724,0.9865319865319864,Right Foot,2018,False
23.89,17.46,11.31,2.2845,15.75,15.23,False,False,True,2.0,2,2.8049999999999997,0,0.47341984093763084,0.6592716617831729,Right Foot,2018,False
19.01,15.0,15.64,1.485,12.24,9.9,False,False,True,-1,0,-1,0,0.8227248816412415,0.6438716465018411,Left Foot,2018,True
23.72,19.03,12.55,2.4045,17.03,16.03,False,False,True,2.0,1,2.0,0,0.529089376053963,0.7179595278246207,Right Foot,2018,False
63.43,6.32,18.43,1.0065,15.35,6.71,False,False,True,1.0,3,3.766666666666667,1,0.2905565189973199,0.24199905407535865,Head,2018,False
12.34,36.5,2.65,5.385,16.66,35.9,False,True,False,12.04,1,12.04,2,0.21474878444084278,1.3500810372771475,Right Foot,2018,False
17.51,25.5,9.93,3.5025,16.83,23.35,False,False,True,6.0,3,14.163333333333334,0,0.5671045117075956,0.9611650485436891,Left Foot,2018,False
26.25,12.73,20.34,1.383,11.3,9.22,False,False,True,-1,0,-1,0,0.7748571428571428,0.4304761904761905,Head,2018,False
21.75,19.92,16.37,2.7569999999999997,15.84,18.38,False,False,True,1.0,1,1.0,0,0.7526436781609196,0.7282758620689656,Left Foot,2018,False
18.96,22.47,3.96,2.9475,16.53,19.65,False,False,True,3.16,1,3.16,0,0.20886075949367086,0.8718354430379747,Right Foot,2018,False
58.86,6.71,27.9,0.948,16.22,6.32,False,False,True,1.41,1,1.41,0,0.4740061162079511,0.2755691471287801,Head,2018,False
10.47,31.11,0.0,4.2645,13.36,28.43,False,False,True,-1,0,-1,0,0.0,1.2760267430754535,Right Foot,2018,False
17.5,25.0,6.91,3.7109999999999994,16.58,24.74,False,True,False,10.05,6,12.133333333333333,0,0.39485714285714285,0.9474285714285713,Right Foot,2018,False
34.09,12.08,26.76,1.383,16.68,9.22,False,False,True,5.39,1,5.39,1,0.7849809328248752,0.4892930478146083,Left Foot,2018,False
36.87,12.0,18.43,1.65,17.06,11.0,False,False,True,2.0,1,2.0,0,0.4998643883916464,0.46270680770273936,Right Foot,2018,False
15.49,14.76,1.01,1.5,10.43,10.0,False,False,True,2.83,3,10.986666666666666,0,0.06520335700451904,0.6733376371852808,Right Foot,2018,False
59.49,7.0,129.22,4.178999999999999,15.99,27.86,False,False,True,-1,0,-1,0,2.1721297697091946,0.2687846696923853,Right Foot,2018,True
15.57,28.64,9.95,4.329,16.58,28.86,False,False,True,2.24,2,5.12,0,0.6390494540783558,1.064868336544637,Right Foot,2018,False
41.63,7.21,0.0,0.6705,15.34,4.47,False,False,True,1.41,1,1.41,0,0.0,0.3684842661542157,Left Foot,2018,False
38.66,10.3,12.09,1.4235,16.24,9.49,False,False,True,1.41,2,2.205,0,0.3127263321262287,0.42007242628039315,Head,2018,False
66.37,6.08,30.34,0.9119999999999999,16.84,6.08,False,False,True,-1,0,-1,0,0.4571342474009341,0.2537290944703932,Head,2018,True
14.2,32.06,8.83,4.803,17.06,32.02,False,False,True,3.0,1,3.0,0,0.621830985915493,1.2014084507042253,Left Foot,2018,False
19.07,18.44,8.58,2.5545,13.19,17.03,False,False,True,-1,0,-1,0,0.44992134242265336,0.6916622968012585,Left Foot,2018,False
50.91,8.25,28.07,1.2375,16.59,8.25,False,False,True,1.0,3,4.136666666666667,1,0.5513651541936752,0.3258691809074838,Head,2018,False
11.51,29.0,4.52,3.8249999999999997,12.89,25.5,False,False,True,10.63,1,10.63,0,0.3927019982623805,1.1198957428323197,Right Foot,2018,False
11.53,27.59,4.9,3.819,12.25,25.46,False,False,True,-1,0,-1,0,0.4249783174327841,1.0624457935819602,Left Foot,2018,False
11.78,30.61,4.46,4.29,13.86,28.6,False,False,True,-1,0,-1,0,0.37860780984719866,1.1765704584040748,Left Foot,2018,False
15.32,27.31,9.92,3.8249999999999997,15.48,25.5,False,False,True,4.12,1,4.12,0,0.6475195822454308,1.010443864229765,Right Foot,2018,False
13.44,30.87,9.66,4.226999999999999,15.23,28.18,False,False,True,6.71,1,6.71,0,0.71875,1.133184523809524,Left Foot,2018,False
11.59,39.2,4.64,5.568,17.01,37.12,False,True,False,10.0,1,10.0,0,0.4003451251078516,1.467644521138913,Right Foot,2018,False
16.26,28.0,8.13,4.05,17.06,27.0,False,False,True,6.08,3,10.139999999999999,1,0.5,1.0492004920049198,Left Foot,2018,False
23.24,19.24,8.34,2.9130000000000003,16.72,19.42,False,False,True,4.12,1,4.12,1,0.35886402753872637,0.7194492254733219,Right Foot,2018,False
14.87,29.83,2.95,4.4115,16.29,29.41,False,False,True,16.03,2,16.875,1,0.19838601210490925,1.0954942837928716,Left Foot,2018,False
7.95,30.53,1.74,3.9944999999999995,9.81,26.63,False,False,True,17.89,1,17.89,0,0.2188679245283019,1.2339622641509433,Left Foot,2018,False
10.94,28.32,4.59,3.8249999999999997,11.57,25.5,False,False,True,-1,0,-1,0,0.4195612431444241,1.057586837294333,Left Foot,2018,False
28.47,13.89,20.71,1.6155,15.9,10.77,False,False,True,3.0,1,3.0,0,0.7274323849666317,0.5584826132771339,Head,2018,False
15.95,22.8,12.13,3.189,13.01,21.26,False,False,True,-1,0,-1,0,0.7605015673981192,0.8156739811912226,Left Foot,2018,False
16.67,25.63,10.48,3.5654999999999997,15.86,23.77,False,False,True,9.22,1,9.22,0,0.6286742651469706,0.9514097180563886,Left Foot,2018,False
17.69,24.35,1.99,3.8249999999999997,15.48,25.5,False,False,True,4.47,1,4.47,0,0.11249293386093838,0.8750706613906162,Right Foot,2018,False
21.08,16.28,14.74,2.121,12.24,14.14,False,False,True,2.24,1,2.24,0,0.6992409867172676,0.5806451612903226,Right Foot,2018,False
14.93,18.6,0.0,2.334,12.25,15.56,False,False,True,5.66,2,8.42,0,0.0,0.8204956463496317,Right Foot,2018,False
13.56,24.76,7.77,3.6119999999999997,12.92,24.08,False,False,True,14.21,1,14.21,0,0.5730088495575221,0.9528023598820059,Left Foot,2018,False
29.74,10.0,6.12,1.1715,13.27,7.81,False,False,True,6.32,2,6.515000000000001,0,0.20578345662407532,0.44620040349697376,Head,2018,False
52.0,6.4,14.7,0.96,10.85,6.4,False,False,True,6.08,2,8.425,1,0.2826923076923077,0.20865384615384613,Right Foot,2018,False
17.58,22.83,12.14,3.165,14.68,21.1,False,False,True,-1,0,-1,0,0.6905574516496019,0.8350398179749716,Right Foot,2018,False
11.01,39.22,1.45,5.749499999999999,16.5,38.33,False,False,True,-1,0,-1,0,0.13169845594913715,1.4986376021798364,Right Foot,2018,False
14.2,32.06,3.49,4.8374999999999995,16.94,32.25,False,True,False,9.0,5,10.692000000000002,1,0.24577464788732398,1.1929577464788734,Right Foot,2018,False
23.73,17.0,14.81,2.418,14.92,16.12,False,False,True,-1,0,-1,0,0.6241045090602613,0.62873999157185,Right Foot,2018,False
14.13,32.14,10.49,4.653,17.06,31.02,False,False,True,15.13,1,15.13,0,0.7423920736022647,1.2073602264685066,Right Foot,2018,False
29.74,10.0,11.31,0.4245,12.25,2.83,False,False,True,-1,0,-1,0,0.38029589778076667,0.41190316072629457,Right Foot,2018,False
10.5,35.0,3.6,5.3415,13.57,35.61,False,False,True,-1,0,-1,0,0.34285714285714286,1.2923809523809524,Right Foot,2018,False
15.31,27.86,10.75,4.0965,15.69,27.31,False,False,True,9.49,1,9.49,0,0.7021554539516656,1.024820378837361,Right Foot,2018,False
24.67,15.0,13.41,2.04,13.94,13.6,False,False,True,5.83,2,7.16,0,0.5435751925415484,0.5650587758411025,Left Foot,2018,False
10.47,31.11,0.3,4.053,13.42,27.02,False,False,True,12.81,1,12.81,0,0.028653295128939826,1.2817574021012414,Right Foot,2018,False
18.78,19.21,3.06,2.4825,15.54,16.55,False,False,True,-1,0,-1,0,0.16293929712460062,0.827476038338658,Right Foot,2018,False
20.02,21.84,14.15,3.0599999999999996,16.75,20.4,False,False,True,3.0,3,6.333333333333333,0,0.7067932067932068,0.8366633366633367,Right Foot,2018,False
45.0,8.94,29.74,1.209,14.92,8.06,False,False,True,3.0,2,5.0,0,0.6608888888888889,0.33155555555555555,Head,2018,False
45.0,8.94,26.57,0.948,16.22,6.32,False,False,True,7.0,1,7.0,0,0.5904444444444444,0.3604444444444444,Head,2018,False
11.99,29.07,5.67,4.149,13.12,27.66,False,True,False,-1,0,-1,1,0.47289407839866554,1.0942452043369473,Right Foot,2018,False
42.27,10.2,1.91,1.5450000000000002,15.02,10.3,False,False,True,-1,0,-1,1,0.04518571090607996,0.3553347527797492,Right Foot,2018,False
53.13,7.62,26.57,0.948,16.22,6.32,False,False,True,1.0,2,1.205,0,0.5000941087897609,0.30528891398456615,Head,2018,True
14.47,22.63,0.62,2.79,13.9,18.6,False,False,True,8.49,2,11.745000000000001,1,0.04284727021423635,0.9606081548030407,Right Foot,2018,False
14.76,27.29,2.06,3.9,15.82,26.0,False,False,True,-1,0,-1,0,0.13956639566395665,1.0718157181571817,Left Foot,2018,False
44.22,9.49,38.35,1.4144999999999999,14.58,9.43,False,False,True,2.24,1,2.24,0,0.8672546359113524,0.32971506105834464,Left Foot,2018,False
27.15,15.81,20.96,2.148,15.57,14.32,False,False,True,2.0,4,6.595000000000001,0,0.7720073664825047,0.5734806629834255,Head,2018,False
7.65,17.72,2.6,1.4235,5.55,9.49,False,False,True,-1,0,-1,0,0.33986928104575165,0.7254901960784313,Right Foot,2018,False
15.42,24.41,6.34,3.0375,14.45,20.25,False,False,True,7.07,1,7.07,0,0.41115434500648507,0.937094682230869,Left Foot,2018,False
25.61,15.26,0.72,2.0174999999999996,12.85,13.45,False,False,True,-1,0,-1,0,0.028114017961733698,0.5017571261226084,Right Foot,2018,False
12.37,35.44,10.76,4.653,16.01,31.02,False,False,True,13.93,1,13.93,0,0.8698464025869038,1.2942603071948264,Right Foot,2018,False
17.21,24.7,10.93,3.4275,15.76,22.85,False,False,True,8.54,1,8.54,0,0.6350958744915746,0.9157466589192329,Left Foot,2018,False
11.56,34.48,6.81,4.764,15.14,31.76,False,False,True,20.81,1,20.81,0,0.5891003460207612,1.3096885813148789,Left Foot,2018,False
30.65,14.32,21.8,1.8059999999999998,17.0,12.04,False,False,True,1.41,2,3.255,0,0.7112561174551387,0.5546492659053834,Left Foot,2018,True
14.25,27.78,6.29,3.8325,14.8,25.55,False,False,True,3.16,1,3.16,0,0.44140350877192985,1.0385964912280703,Left Foot,2018,False
67.38,6.0,33.69,0.44999999999999996,17.06,3.0,False,False,True,-1,0,-1,0,0.5,0.25319085782131195,Other,2018,False
58.74,7.07,1.85,0.5415,14.34,3.61,False,False,True,2.0,2,4.5,1,0.03149472250595846,0.2441266598569969,Right Foot,2018,True
35.48,10.82,16.01,1.4144999999999999,14.58,9.43,False,False,True,2.24,3,7.6066666666666665,0,0.45124013528748597,0.41093573844419395,Head,2018,False
34.09,12.08,10.23,1.5450000000000002,15.02,10.3,False,False,True,1.0,3,8.003333333333332,0,0.3000880023467292,0.44059841595775884,Head,2018,False
16.16,26.57,8.3,3.6525,16.16,24.35,False,False,True,3.61,2,6.904999999999999,0,0.5136138613861386,1.0,Right Foot,2018,False
10.49,20.12,0.95,2.2845,6.89,15.23,False,False,True,-1,0,-1,0,0.09056244041944708,0.6568160152526215,Left Foot,2018,False
26.57,8.94,29.05,1.092,4.82,7.28,False,False,True,5.83,2,8.615,0,1.0933383515242756,0.18140760255927738,Head,2018,False
15.42,16.64,5.04,2.2889999999999997,9.13,15.26,False,False,True,7.07,1,7.07,0,0.32684824902723736,0.5920881971465629,Right Foot,2018,False
18.56,21.1,5.3,2.9130000000000003,14.2,19.42,False,False,True,5.66,1,5.66,1,0.28556034482758624,0.7650862068965517,Right Foot,2018,False
48.81,8.06,15.95,1.092,16.44,7.28,False,False,True,7.0,2,8.11,0,0.3267772997336611,0.3368162261831592,Head,2018,False
3.75,16.12,5.71,1.65,0.0,11.0,False,False,True,-1,0,-1,0,1.5226666666666666,0.0,Right Foot,2018,False
26.25,12.73,5.09,1.4774999999999998,15.67,9.85,False,False,True,-1,0,-1,0,0.1939047619047619,0.5969523809523809,Right Foot,2018,False
15.38,19.85,4.76,2.121,12.24,14.14,False,False,True,2.24,2,2.535,0,0.30949284785435627,0.7958387516254877,Right Foot,2018,False
23.24,19.24,6.98,2.619,16.63,17.46,False,False,True,1.0,2,4.035,1,0.3003442340791739,0.7155765920826161,Left Foot,2018,False
39.7,11.05,20.45,1.6575,17.0,11.05,True,False,False,-1,0,-1,0,0.5151133501259445,0.4282115869017632,Left Foot,2018,False
12.69,23.43,0.15,2.865,12.67,19.1,False,False,True,10.82,1,10.82,0,0.01182033096926714,0.9984239558707644,Left Foot,2018,False
11.59,33.29,6.17,4.9935,14.48,33.29,False,True,False,10.3,4,12.387500000000001,1,0.5323554788610871,1.2493528904227784,Left Foot,2018,False
16.14,23.85,2.34,3.3539999999999996,15.35,22.36,False,False,True,5.39,3,9.696666666666667,1,0.1449814126394052,0.9510532837670383,Left Foot,2018,False
11.39,30.48,5.21,4.572,13.04,30.48,False,False,True,14.87,1,14.87,1,0.45741878841088673,1.1448639157155398,Right Foot,2018,False
10.5,35.0,4.27,5.161499999999999,14.02,34.41,False,True,False,12.04,2,15.2,0,0.4066666666666666,1.3352380952380951,Left Foot,2018,False
19.18,23.35,7.77,3.3299999999999996,16.91,22.2,False,False,True,3.0,2,6.11,0,0.4051094890510949,0.8816475495307612,Left Foot,2018,False
16.14,23.85,8.09,3.3705,14.55,22.47,False,False,True,3.61,2,7.91,0,0.5012391573729863,0.9014869888475836,Right Foot,2018,False
19.98,22.36,5.44,3.165,16.99,21.1,False,False,True,6.08,2,9.08,0,0.2722722722722723,0.8503503503503502,Left Foot,2018,False
13.49,29.15,0.0,4.0965,15.69,27.31,False,False,True,6.4,4,16.095,0,0.0,1.1630837657524091,Right Foot,2018,False
18.78,19.21,2.89,2.6234999999999995,14.74,17.49,False,False,True,9.43,2,10.415,1,0.1538871139510117,0.7848775292864749,Right Foot,2018,False
14.93,30.27,5.47,4.5615,16.84,30.41,False,True,False,12.0,4,12.3875,1,0.3663764233087743,1.1279303415941058,Left Foot,2018,False
11.07,34.67,3.72,4.743,14.16,31.62,False,False,True,17.03,1,17.03,2,0.33604336043360433,1.2791327913279134,Left Foot,2018,False
15.26,26.83,9.21,3.5565,15.21,23.71,False,False,True,5.39,1,5.39,0,0.6035386631716908,0.9967234600262124,Right Foot,2018,False
21.74,18.36,3.56,2.5799999999999996,14.02,17.2,False,False,True,5.0,2,7.45,0,0.16375344986200555,0.6448942042318307,Right Foot,2018,False
31.03,12.21,7.13,1.383,13.12,9.22,False,False,True,3.61,2,7.505,0,0.22977763454721237,0.4228166290686432,Head,2018,False
36.87,12.0,18.43,1.7999999999999998,17.06,12.0,True,False,False,-1,0,-1,0,0.4998643883916464,0.46270680770273936,Right Foot,2018,True
16.14,23.85,8.09,3.3705,14.55,22.47,False,False,True,9.22,3,15.406666666666666,1,0.5012391573729863,0.9014869888475836,Right Foot,2018,False
11.89,11.4,23.2,0.44999999999999996,0.0,3.0,False,False,True,-1,0,-1,0,1.951219512195122,0.0,Right Foot,2018,False
34.33,9.9,16.61,1.1715,13.27,7.81,False,False,True,1.41,2,2.51,0,0.4838333818817361,0.38654238275560737,Head,2018,False
32.28,11.4,26.57,1.485,12.24,9.9,False,False,True,2.24,1,2.24,0,0.8231102850061958,0.379182156133829,Right Foot,2018,False
33.69,11.66,18.43,1.341,15.34,8.94,False,False,True,4.12,2,4.5600000000000005,1,0.5470466013653904,0.4553279905016326,Other,2018,False
31.97,12.53,18.31,1.4774999999999998,15.67,9.85,False,False,True,1.41,1,1.41,0,0.5727244291523302,0.490147012824523,Head,2018,False
18.13,24.04,9.61,3.276,16.44,21.84,False,False,True,14.56,3,15.496666666666668,0,0.5300606729178158,0.9067843353557641,Left Foot,2018,False
35.48,10.82,28.07,1.383,13.12,9.22,False,False,True,-1,0,-1,0,0.7911499436302143,0.3697857948139797,Head,2018,False
39.7,11.05,21.6,1.359,16.97,9.06,False,False,True,3.61,3,6.963333333333334,1,0.5440806045340051,0.42745591939546596,Right Foot,2018,False
20.02,21.84,10.72,2.9475,16.53,19.65,False,False,True,8.54,3,9.326666666666666,0,0.5354645354645355,0.8256743256743257,Right Foot,2018,False
11.04,14.87,1.18,1.5659999999999998,5.04,10.44,False,False,True,-1,0,-1,0,0.1068840579710145,0.4565217391304348,Left Foot,2018,False
41.24,9.43,8.56,1.1715,13.27,7.81,False,False,True,2.24,4,5.48,0,0.2075654704170708,0.32177497575169733,Head,2018,False
50.91,8.25,32.47,0.948,16.22,6.32,False,False,True,1.0,3,5.043333333333333,0,0.6377921822824593,0.3186014535454724,Head,2018,False
14.47,22.63,2.53,3.189,11.43,21.26,False,False,True,8.6,1,8.6,0,0.1748445058742225,0.7899101589495507,Right Foot,2018,False
52.56,8.06,22.54,0.9119999999999999,16.84,6.08,False,False,True,1.41,1,1.41,0,0.42884322678843223,0.3203957382039574,Head,2018,False
13.95,28.65,6.28,3.963,14.96,26.42,False,False,True,10.82,1,10.82,0,0.4501792114695341,1.0724014336917564,Left Foot,2018,False
12.68,36.0,6.34,5.1,17.06,34.0,False,False,True,6.08,1,6.08,0,0.5,1.3454258675078863,Right Foot,2018,False
17.69,24.35,4.35,3.4275,15.76,22.85,False,False,True,4.47,1,4.47,0,0.24590163934426226,0.8908988128886376,Left Foot,2018,False
17.79,19.1,11.24,2.1315,13.36,14.21,False,False,True,1.41,1,1.41,0,0.6318156267566049,0.7509836987071389,Left Foot,2018,False
36.87,12.0,24.78,1.359,16.97,9.06,False,False,True,3.0,1,3.0,1,0.6720911310008137,0.4602657987523732,Head,2018,False
19.52,22.14,8.36,3.1785,16.16,21.19,False,False,True,-1,0,-1,1,0.42827868852459017,0.8278688524590164,Left Foot,2018,False
12.53,15.23,12.53,1.8975,5.54,12.65,False,False,True,-1,0,-1,0,1.0,0.44213886671987235,Right Foot,2018,False
36.03,12.17,14.66,1.6575,17.0,11.05,False,False,True,2.24,4,6.022500000000001,0,0.40688315292811544,0.4718290313627532,Left Foot,2018,False
22.83,19.42,10.01,2.589,16.81,17.26,False,False,True,-1,0,-1,0,0.4384581690757775,0.736311870346036,Left Foot,2018,False
11.11,22.47,5.75,3.0375,9.47,20.25,False,False,True,10.3,1,10.3,0,0.5175517551755175,0.8523852385238525,Left Foot,2018,False
43.99,8.6,36.87,1.0605,12.24,7.07,False,False,True,-1,0,-1,0,0.8381450329620367,0.278245055694476,Head,2018,False
