shot_angle,shot_distance,keeper_angle,keeper_scope,keeper_scope_angle,keeper_distance,is_penalty,is_freekick,is_openplay,nearest_player_distance,blocking_players_count,blocking_player_mean_distance,teammates_count,keep_angle_by_shot_angle,scope_angle_by_shot_angle,body_part,season,is_goal
20.26,17.07,12.35,2.04,13.57,13.6,False,False,True,2.83,1,2.83,0,0.6095755182625863,0.6697926949654491,Left Foot,2016/2017,True
20.17,13.15,10.46,0.891,10.25,5.94,False,False,True,-1,0,-1,0,0.5185919682697074,0.5081804660386713,Left Foot,2016/2017,False
17.14,24.91,7.18,3.4859999999999998,16.2,23.24,False,False,True,13.45,2,13.969999999999999,0,0.4189031505250875,0.9451575262543757,Left Foot,2016/2017,False
31.54,13.47,8.85,1.422,15.54,9.48,False,False,True,4.02,1,4.02,0,0.28059606848446417,0.49270767279644895,Right Foot,2016/2017,False
37.16,11.9,18.63,1.785,17.06,11.9,True,False,False,-1,0,-1,0,0.5013455328310011,0.45909580193756727,Left Foot,2016/2017,False
99.5,3.5,82.97,0.4785,11.43,3.19,False,False,True,0.82,2,1.4649999999999999,0,0.8338693467336683,0.11487437185929648,Right Foot,2016/2017,True
37.16,11.9,18.58,1.785,17.06,11.9,True,False,False,-1,0,-1,0,0.5,0.45909580193756727,Left Foot,2016/2017,True
58.43,7.13,57.68,0.8055,15.64,5.37,False,False,True,-1,0,-1,0,0.9871641280164299,0.2676707170973815,Head,2016/2017,False
40.31,10.86,22.88,0.8775,16.9,5.85,False,False,True,-1,0,-1,0,0.5676010915405606,0.4192508062515504,Right Foot,2016/2017,False
27.84,16.03,13.26,1.8599999999999999,16.92,12.4,False,False,True,2.75,1,2.75,0,0.47629310344827586,0.6077586206896552,Right Foot,2016/2017,True
35.85,12.2,22.75,1.5045,17.01,10.03,False,False,True,-1,0,-1,0,0.6345885634588563,0.4744769874476988,Head,2016/2017,False
24.14,11.57,8.77,1.3605,11.48,9.07,False,False,True,7.39,1,7.39,0,0.3632974316487158,0.4755592377796189,Right Foot,2016/2017,False
19.64,20.21,10.01,2.8605,15.05,19.07,False,False,True,7.07,4,11.552499999999998,1,0.5096741344195519,0.7662932790224033,Left Foot,2016/2017,False
25.21,15.23,12.2,2.1075,14.7,14.05,False,False,True,-1,0,-1,0,0.48393494644982143,0.5831019436731455,Head,2016/2017,False
13.18,30.69,7.87,4.5045,15.04,30.03,False,True,False,12.4,5,12.510000000000002,1,0.5971168437025797,1.1411229135053111,Left Foot,2016/2017,False
24.61,16.25,16.04,2.1825,15.67,14.55,False,False,True,2.82,1,2.82,0,0.6517675741568468,0.6367330353514832,Left Foot,2016/2017,False
32.65,12.18,18.75,1.74,14.97,11.6,False,False,True,2.62,2,7.85,0,0.5742725880551302,0.458499234303216,Left Foot,2016/2017,False
18.21,22.36,9.07,3.1319999999999997,15.36,20.88,False,False,True,9.04,1,9.04,0,0.49807797913234486,0.843492586490939,Right Foot,2016/2017,False
10.04,20.88,5.15,2.67,8.05,17.8,False,False,True,-1,0,-1,0,0.5129482071713148,0.8017928286852591,Left Foot,2016/2017,False
26.34,15.3,11.74,1.8044999999999998,15.53,12.03,False,False,True,-1,0,-1,0,0.44570994684889903,0.5895975702353834,Right Foot,2016/2017,False
34.89,12.44,16.26,1.7429999999999999,16.62,11.62,False,False,True,2.26,2,5.025,0,0.46603611349957014,0.47635425623387795,Right Foot,2016/2017,False
16.73,24.03,9.49,3.243,15.02,21.62,False,False,True,2.44,2,5.79,0,0.5672444710101614,0.8977884040645546,Right Foot,2016/2017,False
58.2,7.16,27.28,1.059,16.94,7.06,False,False,True,0.67,2,1.145,0,0.46872852233676976,0.29106529209621995,Head,2016/2017,False
11.74,16.78,7.09,1.932,7.87,12.88,False,False,True,-1,0,-1,0,0.6039182282793867,0.6703577512776832,Left Foot,2016/2017,False
78.23,4.92,40.68,0.69,17.05,4.6,False,False,True,1.0,2,1.81,0,0.5200051131279559,0.2179470791256551,Head,2016/2017,True
24.58,12.63,15.11,1.5165,12.49,10.11,False,False,True,-1,0,-1,0,0.6147274206672091,0.5081366965012205,Right Foot,2016/2017,False
13.43,19.53,9.07,2.493,10.56,16.62,False,False,True,5.75,1,5.75,0,0.6753536857781087,0.7862993298585258,Left Foot,2016/2017,False
21.52,15.13,7.96,0.9779999999999999,12.99,6.52,False,False,True,3.18,1,3.18,0,0.36988847583643125,0.6036245353159851,Right Foot,2016/2017,False
11.31,25.22,5.11,3.231,10.97,21.54,False,False,True,2.94,1,2.94,0,0.45181255526083114,0.9699381078691424,Left Foot,2016/2017,False
39.31,10.66,14.11,1.398,16.69,9.32,False,False,True,0.81,1,0.81,0,0.3589417451030272,0.42457389977105064,Head,2016/2017,False
24.42,14.55,13.35,1.9184999999999999,13.36,12.79,False,False,True,1.7,1,1.7,0,0.5466830466830467,0.5470925470925471,Left Foot,2016/2017,False
24.61,13.16,11.91,1.5165,12.32,10.11,False,False,True,-1,0,-1,0,0.4839496139780577,0.5006095083299472,Left Foot,2016/2017,False
31.46,12.43,12.67,1.752,14.58,11.68,False,False,True,4.74,1,4.74,0,0.40273363000635726,0.4634456452638271,Head,2016/2017,False
21.99,5.98,14.67,0.6615,3.97,4.41,False,False,True,9.06,1,9.06,0,0.6671214188267395,0.18053660754888587,Head,2016/2017,False
47.62,8.79,29.81,1.137,16.89,7.58,False,False,True,-1,0,-1,0,0.625997480050399,0.3546829063418732,Head,2016/2017,True
18.12,25.04,20.75,2.4855,16.51,16.57,False,False,True,9.49,5,15.951999999999998,0,1.1451434878587197,0.9111479028697572,Head,2016/2017,False
22.62,14.02,10.75,1.6965000000000001,12.24,11.31,False,False,True,2.69,4,9.4075,1,0.47524314765694076,0.5411140583554377,Right Foot,2016/2017,False
42.27,10.07,26.02,0.501,16.89,3.34,False,False,True,-1,0,-1,0,0.6155665956943458,0.39957416607523066,Left Foot,2016/2017,False
41.99,9.62,16.25,1.3215000000000001,15.19,8.81,False,False,True,0.5,3,4.076666666666667,1,0.3869969040247678,0.361752798285306,Head,2016/2017,False
15.62,27.15,8.31,3.9779999999999998,15.89,26.52,False,True,False,12.18,5,12.236,2,0.532010243277849,1.0172855313700384,Left Foot,2016/2017,False
8.0,42.47,8.69,5.0445,14.97,33.63,False,False,True,16.71,1,16.71,0,1.08625,1.87125,Right Foot,2016/2017,False
22.78,16.12,6.92,1.5330000000000001,13.19,10.22,False,False,True,-1,0,-1,0,0.3037752414398595,0.5790166812993853,Right Foot,2016/2017,True
56.73,7.41,21.52,1.0245,17.01,6.83,False,False,True,0.8,2,2.5949999999999998,0,0.3793407368235502,0.29984135378106824,Right Foot,2016/2017,False
27.1,12.52,7.96,1.548,14.02,10.32,False,False,True,1.17,3,4.166666666666667,0,0.29372693726937266,0.5173431734317343,Right Foot,2016/2017,False
12.65,23.24,6.35,2.9805,11.18,19.87,False,False,True,-1,0,-1,0,0.5019762845849802,0.8837944664031621,Left Foot,2016/2017,False
16.66,27.11,13.05,4.0455,16.73,26.97,False,True,False,11.21,6,11.348333333333334,2,0.7833133253301321,1.004201680672269,Left Foot,2016/2017,False
15.85,26.47,10.48,3.804,15.49,25.36,False,False,True,6.28,1,6.28,0,0.661198738170347,0.9772870662460568,Left Foot,2016/2017,False
30.61,13.8,15.53,1.7505,16.13,11.67,False,False,True,-1,0,-1,0,0.5073505390395295,0.5269519764782751,Right Foot,2016/2017,False
13.06,26.05,4.49,3.5145,13.27,23.43,False,False,True,2.98,1,2.98,0,0.3437978560490046,1.0160796324655437,Left Foot,2016/2017,False
42.37,10.31,29.62,2.004,10.41,13.36,False,False,True,8.25,2,8.615,0,0.6990795374085439,0.24569270710408309,Head,2016/2017,False
14.37,31.71,10.08,4.6665,17.06,31.11,False,True,False,11.31,6,11.906666666666666,1,0.7014613778705637,1.1871955462769659,Left Foot,2016/2017,False
11.96,26.94,4.18,3.7994999999999997,11.84,25.33,False,True,False,7.62,4,10.1175,0,0.34949832775919726,0.9899665551839464,Right Foot,2016/2017,False
21.08,19.89,18.3,2.997,14.88,19.98,False,True,False,11.74,9,12.444444444444443,1,0.8681214421252373,0.7058823529411765,Left Foot,2016/2017,False
21.28,17.54,8.3,2.1105,14.56,14.07,False,False,True,3.76,1,3.76,0,0.3900375939849624,0.6842105263157895,Right Foot,2016/2017,False
29.79,13.19,16.3,1.5795,14.85,10.53,False,False,True,-1,0,-1,0,0.5471634776770729,0.4984894259818731,Right Foot,2016/2017,False
33.83,12.53,1.71,1.182,14.43,7.88,False,False,True,9.34,1,9.34,0,0.050546851906591785,0.4265444871415903,Left Foot,2016/2017,True
16.96,26.32,12.24,3.8489999999999998,16.52,25.66,False,True,False,11.6,6,11.985,1,0.7216981132075472,0.9740566037735848,Left Foot,2016/2017,False
21.37,16.29,13.06,2.097,13.69,13.98,False,False,True,10.9,1,10.9,0,0.611137108095461,0.6406176883481516,Left Foot,2016/2017,False
11.46,35.82,5.54,5.052,15.39,33.68,False,False,True,6.86,3,13.36,1,0.48342059336823734,1.3429319371727748,Left Foot,2016/2017,False
11.35,33.7,5.97,4.784999999999999,14.46,31.9,False,False,True,7.52,1,7.52,0,0.5259911894273128,1.2740088105726874,Left Foot,2016/2017,False
24.82,13.36,19.43,0.255,11.19,1.7,False,False,True,-1,0,-1,0,0.782836422240129,0.45084609186140207,Right Foot,2016/2017,False
40.07,9.6,30.86,1.0904999999999998,16.23,7.27,False,False,True,-1,0,-1,0,0.7701522335912153,0.40504117793860744,Left Foot,2016/2017,False
14.99,29.36,5.84,4.152,16.37,27.68,False,False,True,11.75,1,11.75,0,0.3895930620413609,1.0920613742494998,Left Foot,2016/2017,False
18.45,24.62,8.74,3.3015000000000003,17.06,22.01,False,False,True,-1,0,-1,0,0.47371273712737133,0.9246612466124661,Left Foot,2016/2017,True
22.85,14.01,11.77,1.6440000000000001,12.32,10.96,False,False,True,4.96,3,10.143333333333333,1,0.5150984682713348,0.5391684901531728,Right Foot,2016/2017,False
13.4,25.64,5.85,3.363,13.17,22.42,False,False,True,9.33,1,9.33,0,0.43656716417910446,0.9828358208955223,Left Foot,2016/2017,False
12.3,28.44,9.12,3.8339999999999996,13.76,25.56,False,False,True,5.6,1,5.6,0,0.7414634146341462,1.1186991869918699,Left Foot,2016/2017,False
13.66,30.67,5.93,4.3575,15.64,29.05,False,False,True,2.72,2,7.4,0,0.43411420204978035,1.1449487554904831,Right Foot,2016/2017,False
15.06,26.35,9.06,3.549,15.16,23.66,False,False,True,15.32,3,17.493333333333336,0,0.601593625498008,1.0066401062416999,Left Foot,2016/2017,False
20.87,13.4,19.66,1.062,12.71,7.08,False,False,True,-1,0,-1,0,0.9420220412074748,0.609008145663632,Left Foot,2016/2017,False
63.79,6.42,94.02,1.191,9.0,7.94,False,False,True,-1,0,-1,0,1.4738987302084965,0.14108794481893713,Left Foot,2016/2017,True
24.62,15.59,10.15,1.8809999999999998,14.94,12.54,False,False,True,1.7,1,1.7,0,0.4122664500406174,0.6068237205523964,Left Foot,2016/2017,False
8.96,10.36,11.7,0.555,5.68,3.7,False,False,True,9.53,1,9.53,0,1.3058035714285712,0.6339285714285713,Left Foot,2016/2017,False
27.83,16.13,13.85,2.238,17.04,14.92,False,False,True,6.33,1,6.33,0,0.49766439094502335,0.6122888968738771,Left Foot,2016/2017,False
22.39,14.36,15.18,0.5745,13.09,3.83,False,False,True,-1,0,-1,0,0.6779812416257257,0.5846359982134881,Left Foot,2016/2017,True
30.29,14.74,18.04,1.752,16.94,11.68,False,False,True,-1,0,-1,0,0.5955760977220205,0.5592604820072632,Right Foot,2016/2017,True
10.05,32.81,5.04,4.764,12.48,31.76,False,True,False,12.53,1,12.53,0,0.5014925373134328,1.2417910447761193,Left Foot,2016/2017,False
31.02,14.22,10.83,1.4595,17.0,9.73,False,False,True,-1,0,-1,0,0.3491295938104449,0.5480335267569311,Left Foot,2016/2017,False
15.08,25.41,6.04,3.54,14.23,23.6,False,False,True,2.4,2,7.640000000000001,1,0.4005305039787798,0.943633952254642,Right Foot,2016/2017,False
8.16,53.65,3.86,7.786499999999999,16.35,51.91,False,True,False,16.81,2,21.1,0,0.4730392156862745,2.0036764705882355,Right Foot,2016/2017,False
36.73,11.98,23.28,1.5299999999999998,17.06,10.2,False,False,True,0.5,2,2.025,1,0.6338143207187585,0.46447046011434795,Head,2016/2017,False
21.41,20.59,7.45,2.4974999999999996,16.81,16.65,False,False,True,-1,0,-1,0,0.3479682391405885,0.7851471275105091,Right Foot,2016/2017,False
14.94,22.06,5.88,2.73,12.83,18.2,False,False,True,-1,0,-1,0,0.39357429718875503,0.8587684069611781,Left Foot,2016/2017,False
14.88,23.62,8.51,3.0855,13.51,20.57,False,False,True,-1,0,-1,0,0.5719086021505376,0.9079301075268816,Right Foot,2016/2017,False
20.2,18.2,9.83,2.136,13.92,14.24,False,False,True,2.56,1,2.56,0,0.4866336633663367,0.6891089108910892,Left Foot,2016/2017,False
25.78,16.76,3.45,0.5835,15.43,3.89,False,False,True,-1,0,-1,0,0.13382467028704423,0.5985259891388673,Right Foot,2016/2017,False
25.23,14.82,13.65,1.5945,14.11,10.63,False,False,True,-1,0,-1,0,0.5410225921521997,0.5592548553309552,Right Foot,2016/2017,False
22.3,17.79,10.42,2.4644999999999997,14.95,16.43,False,False,True,5.04,1,5.04,0,0.4672645739910314,0.6704035874439461,Right Foot,2016/2017,False
14.08,29.73,5.07,4.222499999999999,15.94,28.15,False,False,True,9.63,1,9.63,0,0.3600852272727273,1.1321022727272727,Right Foot,2016/2017,False
15.0,15.4,5.37,1.869,9.38,12.46,False,False,True,-1,0,-1,0,0.358,0.6253333333333334,Head,2016/2017,False
14.08,17.41,7.68,2.1675,9.52,14.45,False,False,True,-1,0,-1,0,0.5454545454545454,0.6761363636363636,Left Foot,2016/2017,False
30.49,14.36,14.44,1.1535,16.66,7.69,False,False,True,-1,0,-1,0,0.4735979009511315,0.5464086585765825,Right Foot,2016/2017,True
11.8,7.37,1.65,0.513,2.05,3.42,False,False,True,-1,0,-1,0,0.13983050847457626,0.17372881355932202,Right Foot,2016/2017,False
16.01,27.07,9.35,3.8609999999999998,16.15,25.74,False,False,True,5.38,3,11.12,0,0.5840099937539037,1.0087445346658337,Right Foot,2016/2017,False
15.04,21.02,9.69,2.79,12.47,18.6,False,False,True,2.75,1,2.75,0,0.644281914893617,0.829122340425532,Right Foot,2016/2017,False
24.02,10.96,21.01,1.5434999999999999,7.82,10.29,False,False,True,-1,0,-1,0,0.8746877601998335,0.3255620316402998,Head,2016/2017,False
18.94,13.81,5.1,1.5554999999999999,11.05,10.37,False,False,True,1.72,1,1.72,0,0.26927138331573386,0.5834213305174234,Right Foot,2016/2017,False
13.06,22.33,3.96,2.9204999999999997,11.67,19.47,False,False,True,9.21,2,14.425,0,0.3032159264931087,0.8935681470137825,Right Foot,2016/2017,False
20.01,22.59,8.96,3.3225,17.02,22.15,False,False,True,5.52,5,11.528,1,0.447776111944028,0.8505747126436781,Right Foot,2016/2017,False
14.14,31.13,9.04,4.617,16.34,30.78,False,True,False,8.78,4,9.9075,2,0.6393210749646392,1.1555869872701556,Left Foot,2016/2017,False
13.24,20.51,8.23,2.745,10.73,18.3,False,False,True,-1,0,-1,0,0.6216012084592145,0.8104229607250756,Left Foot,2016/2017,False
24.55,16.05,15.85,2.046,15.47,13.64,False,False,True,2.52,1,2.52,0,0.645621181262729,0.630142566191446,Left Foot,2016/2017,True
28.68,14.51,20.38,1.9034999999999997,16.43,12.69,False,False,True,2.78,1,2.78,0,0.710599721059972,0.5728730822873083,Left Foot,2016/2017,False
13.84,28.71,10.22,4.058999999999999,15.41,27.06,False,False,True,6.39,1,6.39,1,0.7384393063583815,1.1134393063583816,Right Foot,2016/2017,False
64.59,6.2,18.43,0.2355,15.4,1.57,False,False,True,-1,0,-1,0,0.2853382876606286,0.23842700108375908,Left Foot,2016/2017,True
19.07,21.51,10.64,2.5845,15.62,17.23,False,False,True,1.36,1,1.36,0,0.5579444153120084,0.8190875721027792,Left Foot,2016/2017,False
26.36,11.84,20.91,1.3019999999999998,13.51,8.68,False,False,True,-1,0,-1,0,0.7932473444613051,0.5125189681335357,Left Foot,2016/2017,False
24.38,18.51,15.29,2.649,17.0,17.66,False,False,True,3.2,1,3.2,0,0.6271534044298606,0.6972928630024611,Left Foot,2016/2017,False
23.62,19.12,17.73,2.7285,16.9,18.19,False,True,False,8.4,6,8.690000000000001,1,0.7506350550381032,0.7154953429297205,Left Foot,2016/2017,False
15.9,20.02,8.86,2.6414999999999997,12.29,17.61,False,False,True,2.13,1,2.13,0,0.5572327044025157,0.7729559748427672,Left Foot,2016/2017,False
66.19,5.98,38.28,0.471,16.86,3.14,False,False,True,1.24,1,1.24,0,0.578335095935942,0.25472125698746034,Right Foot,2016/2017,True
15.46,26.21,11.26,3.5865,15.7,23.91,False,False,True,4.2,1,4.2,0,0.7283311772315653,1.0155239327296248,Left Foot,2016/2017,False
17.7,15.62,8.84,1.851,10.57,12.34,False,False,True,1.61,1,1.61,0,0.4994350282485876,0.5971751412429379,Left Foot,2016/2017,False
23.06,15.48,15.08,1.2015,12.96,8.01,False,False,True,-1,0,-1,0,0.6539462272333044,0.562012142237641,Right Foot,2016/2017,True
14.58,15.71,5.2,1.6320000000000001,9.3,10.88,False,False,True,2.31,1,2.31,0,0.35665294924554186,0.6378600823045268,Right Foot,2016/2017,False
77.55,4.88,26.3,0.5775,15.19,3.85,False,False,True,1.58,1,1.58,0,0.33913604126370084,0.1958736299161831,Head,2016/2017,False
52.41,8.04,27.46,0.96,16.83,6.4,False,False,True,-1,0,-1,0,0.5239458118679642,0.3211219232970807,Head,2016/2017,False
16.63,16.12,7.96,1.773,10.15,11.82,False,False,True,-1,0,-1,0,0.4786530366806976,0.6103427540589297,Left Foot,2016/2017,False
23.53,14.0,7.62,1.5465,13.4,10.31,False,False,True,1.35,1,1.35,0,0.3238419039524012,0.5694857628559286,Right Foot,2016/2017,False
13.03,35.01,5.22,5.055000000000001,17.06,33.7,False,True,False,10.3,2,11.225000000000001,0,0.4006139677666922,1.3092862624712203,Right Foot,2016/2017,False
17.27,23.75,9.93,3.243,15.63,21.62,False,False,True,4.83,2,5.98,0,0.57498552403011,0.9050376375217141,Left Foot,2016/2017,True
8.74,14.26,3.46,1.4595,4.51,9.73,False,False,True,-1,0,-1,0,0.39588100686498856,0.5160183066361556,Left Foot,2016/2017,False
22.78,17.43,10.1,2.3715,14.88,15.81,False,False,True,3.2,2,5.03,0,0.44337137840210705,0.6532045654082529,Right Foot,2016/2017,False
16.27,27.05,9.7,3.9,16.63,26.0,False,False,True,7.42,3,10.386666666666668,2,0.5961893054701906,1.0221266133988935,Right Foot,2016/2017,False
26.04,17.3,11.93,2.22,17.06,14.8,False,False,True,1.82,1,1.82,0,0.45814132104454686,0.6551459293394777,Right Foot,2016/2017,False
13.39,32.83,8.04,4.656,16.57,31.04,False,False,True,-1,0,-1,0,0.6004480955937266,1.2374906646751307,Right Foot,2016/2017,False
16.04,27.7,6.55,3.9915,16.58,26.61,False,True,False,9.79,5,10.627999999999998,2,0.408354114713217,1.0336658354114712,Right Foot,2016/2017,False
19.34,14.4,5.67,1.5299999999999998,11.57,10.2,False,False,True,-1,0,-1,0,0.29317476732161324,0.5982419855222337,Right Foot,2016/2017,True
15.49,19.71,9.63,2.3129999999999997,12.03,15.42,False,False,True,1.66,2,2.495,0,0.6216914138153647,0.7766300839251129,Left Foot,2016/2017,False
26.04,14.12,20.29,0.7649999999999999,15.15,5.1,False,False,True,-1,0,-1,0,0.7791858678955453,0.5817972350230415,Left Foot,2016/2017,False
27.15,14.14,5.41,1.8615,15.75,12.41,False,False,True,2.46,2,4.255,0,0.1992633517495396,0.5801104972375691,Right Foot,2016/2017,False
37.16,11.9,18.63,1.785,17.06,11.9,True,False,False,-1,0,-1,0,0.5013455328310011,0.45909580193756727,Left Foot,2016/2017,True
18.34,24.6,9.25,3.582,16.94,23.88,False,False,True,9.46,2,11.135000000000002,1,0.5043620501635769,0.9236641221374047,Left Foot,2016/2017,False
16.03,24.73,6.36,3.4425,15.19,22.95,False,False,True,-1,0,-1,0,0.396756082345602,0.947598253275109,Right Foot,2016/2017,False
24.6,15.82,9.79,2.0385,14.43,13.59,False,False,True,-1,0,-1,0,0.3979674796747967,0.5865853658536585,Right Foot,2016/2017,False
13.53,29.67,4.7,4.4715,14.82,29.81,False,True,False,10.85,4,11.8025,1,0.34737620103473765,1.0953436807095345,Right Foot,2016/2017,False
47.48,7.75,14.52,1.041,12.94,6.94,False,False,True,-1,0,-1,0,0.3058129738837405,0.2725358045492839,Right Foot,2016/2017,False
43.58,9.96,19.88,1.2855,16.93,8.57,False,False,True,1.78,3,3.856666666666667,1,0.4561725562184488,0.3884809545663148,Right Foot,2016/2017,False
18.3,22.78,8.24,3.129,15.62,20.86,False,False,True,5.02,1,5.02,0,0.45027322404371584,0.853551912568306,Left Foot,2016/2017,False
22.24,20.18,11.07,2.8125,16.93,18.75,False,False,True,6.13,2,7.324999999999999,1,0.49775179856115115,0.7612410071942446,Right Foot,2016/2017,False
30.78,12.74,8.18,1.548,15.92,10.32,False,False,True,4.61,2,6.4399999999999995,0,0.26575698505523065,0.5172189733593242,Left Foot,2016/2017,False
15.32,28.57,5.99,4.065,16.28,27.1,False,False,True,8.55,1,8.55,0,0.39099216710182766,1.0626631853785902,Right Foot,2016/2017,False
16.61,23.84,7.41,3.2880000000000003,14.82,21.92,False,False,True,4.16,3,8.86,1,0.4461167971101746,0.8922335942203492,Right Foot,2016/2017,False
18.35,22.27,10.11,2.9789999999999996,15.54,19.86,False,False,True,9.99,2,11.915,0,0.5509536784741144,0.8468664850136238,Right Foot,2016/2017,False
16.3,27.92,8.55,3.918,17.05,26.12,False,False,True,9.22,1,9.22,1,0.5245398773006135,1.0460122699386503,Right Foot,2016/2017,False
21.05,18.78,9.45,2.433,14.83,16.22,False,False,True,9.49,1,9.49,0,0.44893111638954863,0.7045130641330166,Left Foot,2016/2017,False
70.07,5.7,27.35,0.2715,16.95,1.81,False,False,True,1.04,1,1.04,0,0.39032396175253325,0.24190095618667048,Left Foot,2016/2017,False
15.73,24.75,1.84,3.093,13.72,20.62,False,False,True,-1,0,-1,0,0.11697393515575334,0.8722186904005086,Right Foot,2016/2017,False
16.0,24.98,4.41,3.546,14.56,23.64,False,True,False,10.73,6,11.803333333333335,1,0.275625,0.91,Left Foot,2016/2017,False
20.79,18.85,6.35,2.5589999999999997,14.24,17.06,False,False,True,14.86,1,14.86,0,0.30543530543530545,0.684944684944685,Right Foot,2016/2017,False
41.32,8.56,21.18,1.095,13.93,7.3,False,False,True,0.57,3,4.993333333333333,0,0.5125847047434656,0.33712487899322363,Head,2016/2017,False
20.07,17.84,7.79,1.2554999999999998,13.19,8.37,False,False,True,-1,0,-1,0,0.388141504733433,0.6571998006975585,Right Foot,2016/2017,False
20.29,14.14,14.04,1.2735,11.84,8.49,False,False,True,-1,0,-1,0,0.6919664859536717,0.5835386890093642,Left Foot,2016/2017,False
11.9,30.33,9.4,4.198499999999999,14.22,27.99,False,False,True,15.36,1,15.36,0,0.7899159663865546,1.1949579831932773,Right Foot,2016/2017,False
45.39,7.12,11.1,1.053,10.16,7.02,False,False,True,0.94,2,5.035,0,0.2445472571050892,0.22383784974664023,Head,2016/2017,False
14.12,22.91,6.64,3.1079999999999997,12.37,20.72,False,False,True,3.61,1,3.61,0,0.4702549575070822,0.8760623229461756,Left Foot,2016/2017,False
11.08,22.23,4.87,2.871,9.56,19.14,False,False,True,2.82,1,2.82,0,0.43953068592057765,0.8628158844765343,Right Foot,2016/2017,False
27.01,15.35,13.94,1.8495,15.84,12.33,False,False,True,1.5,3,2.433333333333333,0,0.5161051462421324,0.5864494631617919,Left Foot,2016/2017,False
15.56,23.64,8.21,3.4170000000000003,13.99,22.78,False,False,True,5.81,1,5.81,0,0.5276349614395888,0.8991002570694088,Right Foot,2016/2017,False
27.48,10.84,1.81,0.954,13.83,6.36,False,False,True,-1,0,-1,0,0.06586608442503639,0.5032751091703057,Right Foot,2016/2017,True
46.42,6.98,8.45,0.8024999999999999,9.43,5.35,False,False,True,0.6,2,2.1799999999999997,0,0.1820336062042223,0.20314519603619127,Head,2016/2017,True
16.23,22.72,9.47,3.318,13.72,22.12,False,False,True,1.97,3,7.843333333333334,0,0.5834873690696242,0.8453481207640172,Right Foot,2016/2017,False
34.74,11.46,4.67,1.5134999999999998,16.6,10.09,False,False,True,4.34,1,4.34,0,0.1344271732872769,0.47783534830166957,Right Foot,2016/2017,False
61.38,6.19,19.64,0.618,16.57,4.12,False,False,True,-1,0,-1,0,0.3199739328771587,0.2699576409253829,Left Foot,2016/2017,True
18.78,23.55,9.34,3.2205,16.64,21.47,False,False,True,5.32,1,5.32,0,0.49733759318423854,0.88604898828541,Left Foot,2016/2017,False
14.55,17.83,7.01,1.5195,9.97,10.13,False,False,True,-1,0,-1,0,0.48178694158075597,0.6852233676975945,Right Foot,2016/2017,False
20.96,20.82,10.74,1.809,16.45,12.06,False,False,True,-1,0,-1,0,0.5124045801526718,0.7848282442748091,Right Foot,2016/2017,False
12.72,18.97,19.5,1.6784999999999999,5.63,11.19,False,False,True,4.97,1,4.97,0,1.5330188679245282,0.44261006289308175,Right Foot,2016/2017,False
40.98,10.57,18.02,1.434,16.95,9.56,False,False,True,4.29,3,4.896666666666667,0,0.4397266959492436,0.4136163982430454,Right Foot,2016/2017,False
23.15,19.52,11.83,2.1465,17.05,14.31,False,False,True,3.45,1,3.45,0,0.5110151187904968,0.736501079913607,Left Foot,2016/2017,True
9.98,20.84,3.29,2.463,8.39,16.42,False,False,True,6.67,1,6.67,0,0.32965931863727455,0.8406813627254509,Left Foot,2016/2017,False
18.68,24.26,8.86,3.3255000000000003,17.02,22.17,False,False,True,2.33,1,2.33,0,0.4743040685224839,0.911134903640257,Right Foot,2016/2017,False
18.5,23.13,8.79,3.0045,16.08,20.03,False,False,True,4.22,1,4.22,0,0.4751351351351351,0.8691891891891891,Left Foot,2016/2017,False
21.87,20.65,12.62,2.9579999999999997,17.05,19.72,False,False,True,10.95,3,13.15333333333333,1,0.5770461819844536,0.7796067672610882,Right Foot,2016/2017,False
15.89,18.49,5.77,2.2935,11.68,15.29,False,False,True,-1,0,-1,0,0.3631214600377596,0.7350534927627438,Left Foot,2016/2017,False
11.16,30.14,5.43,4.311,12.76,28.74,False,True,False,10.09,3,10.256666666666666,0,0.4865591397849462,1.1433691756272402,Left Foot,2016/2017,False
28.98,12.78,9.99,1.002,13.42,6.68,False,False,True,-1,0,-1,0,0.3447204968944099,0.46307798481711526,Right Foot,2016/2017,True
27.79,16.09,19.69,0.8264999999999999,16.73,5.51,False,False,True,-1,0,-1,0,0.7085282475710688,0.602015113350126,Right Foot,2016/2017,False
15.27,16.73,7.51,1.8809999999999998,9.73,12.54,False,False,True,-1,0,-1,0,0.49181401440733463,0.6371971185330715,Right Foot,2016/2017,False
26.75,10.32,10.65,0.549,9.98,3.66,False,False,True,-1,0,-1,0,0.3981308411214953,0.37308411214953274,Left Foot,2016/2017,True
64.6,6.26,59.04,0.597,16.29,3.98,False,False,True,-1,0,-1,0,0.9139318885448917,0.25216718266253874,Right Foot,2016/2017,True
30.87,14.4,16.9,1.998,16.91,13.32,False,False,True,1.9,1,1.9,0,0.5474570780693229,0.5477810171687723,Left Foot,2016/2017,False
26.46,15.47,14.78,1.938,15.39,12.92,False,False,True,1.6,1,1.6,0,0.5585789871504157,0.5816326530612245,Left Foot,2016/2017,True
27.96,14.92,13.77,1.716,15.88,11.44,False,False,True,4.3,1,4.3,0,0.49248927038626605,0.5679542203147353,Right Foot,2016/2017,False
